ID,unit,square,sub.square,raw.material,termal.alteration,class,blank,technology,technology.extended,cortex,cortex.y.n,preservation,preservation.extended,length,width,thickness,elongation,robustness,platform.width,platform.thickness,platformW.T.,platform.type,platform.shape,platform.angle,dorsal.thinning,bulb,bulb.type,bulbar.scar,lip,lip.type,curvature,torsion,cross.section,cross.section.symmetry,scar.count,axiality,scar.pattern,distal.end,distal.end.profile,blank.shape,bladelet.neg.blade,blade.neg.flake,typology,retouch.position,dorsal.retouch.localization,ventral.retouch.localization,retouch.length,volume,surface,mesh
RF.b_4142,A2,55,NA,Maiolica,FALSE,Blank,Blade,Maintenance,Lateral,0%,no,Complete,Complete,47.5,12.39999962,4.5,3.830645279,2.755555471,2.799999952,1,2.799999952,Plain,Oval,60,Abrasion;Pointed scars,FALSE,NA,FALSE,TRUE,Pronounced,Curved,0,Lateral steep,FALSE,2,Off-axis left,Unidirectional convergent,Irregular,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,1010.294678,1076.927145,Yes
RF.b_4143,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,16.20000076,3.200000048,0,5.062500163,5.5,2,2.75,Plain,Oval,75,No,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Triangular,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4144,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Proximal,NA,13.19999981,2.700000048,0,4.888888732,9.600000381,3.299999952,2.909091067,Plain,Triangular,60,No,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4145,A2,55,NA,Scaglia.Rossa,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,13.89999962,1.600000024,0,8.687499632,3.599999905,1,3.599999905,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Flat,TRUE,0,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4146,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Proximal,NA,18.29999924,2.400000095,0,7.624999379,7.400000095,3.299999952,2.242424304,Plain,Triangular,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,2,NA,Unidirectional transverse,NA,NA,Sub-parallel,TRUE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4147,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,12.10000038,2.299999952,0,5.26086984,3.299999952,1,3.299999952,Dihedral flat,Rectangular,75,No,TRUE,Moderate,TRUE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4148,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,15,2.900000095,0,5.172413623,3,0.600000024,4.999999801,Linear,Linear,75,Hinged scars,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4149,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11.39999962,2,0,5.699999809,4.300000191,0.5,NA,Linear,Linear,75,Abrasion;Pointed scars,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4150,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11.80000019,2.099999905,0,5.619047965,2.599999905,1.399999976,NA,Plain,Oval,75,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4151,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,9.5,2.5,0,3.8,5.300000191,1.600000024,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4152,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.100000381,1.5,0,5.400000254,2.299999952,0.5,NA,Double,Punctiform,75,Abrasion,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4153,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,9.699999809,1.299999952,0,7.461538589,3.099999905,1,NA,Plain,Oval,60,Abrasion;Hinged scars,FALSE,NA,TRUE,TRUE,Pronounced,Curved,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4154,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,10,1.5,0,6.666666667,3.799999952,0.800000012,NA,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4155,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,10,1.5,0,6.666666667,3,0.200000003,NA,Linear,Linear,75,Abrasion,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4156,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,10.89999962,3.299999952,0,3.303030235,3.700000048,1.299999952,NA,Plain,Rectangular,75,Abrasion,FALSE,NA,TRUE,TRUE,Moderate,Straight,0,Trapezoidal,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4157,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11.30000019,2.799999952,0,4.035714423,6.800000191,1.799999952,NA,Plain,Rectangular,75,Abrasion;Hinged scars,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4158,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,10,1.799999952,0,5.555555703,3.200000048,1,NA,Plain,Oval,75,Abrasion;Laminar scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4159,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.699999809,2.900000095,0,2.999999836,2.799999952,0.899999976,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4160,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.600000381,1.600000024,0,5.375000158,3,0.5,NA,Double,Linear,75,Abrasion;Hinged scars,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Triangular,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4161,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.100000381,3.200000048,0,2.531250081,3.700000048,1.799999952,NA,Plain,Oval,60,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4162,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11.80000019,2.599999905,0,4.538461778,2.799999952,1,NA,Plain,Oval,75,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional transverse,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4163,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8,1.899999976,0,4.210526369,0.400000006,0.200000003,NA,Punctiform,Punctiform,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,1R,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4164,A2,55,NA,Undetermined,TRUE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,9.300000191,2.700000048,0,3.444444454,1.899999976,1,NA,Plain,Oval,75,Abrasion,TRUE,Pronounced,FALSE,TRUE,Moderate,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4165,A2,55,NA,Undetermined,TRUE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11.80000019,2.299999952,0,5.130434972,2.799999952,0.600000024,NA,Linear,Linear,60,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4166,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,7.099999905,1.899999976,0,3.736842102,2.900000095,1.100000024,NA,Plain,Oval,75,Abrasion;Pointed scars,TRUE,Pronounced,FALSE,TRUE,Moderate,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4167,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.5,1.5,0,5.666666667,2.700000048,1.200000048,NA,Plain,Triangular,60,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4168,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.300000191,1.899999976,0,4.368421208,2,0.699999988,NA,Plain,Oval,75,No,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4169,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,11,2.799999952,0,3.928571495,3.200000048,1.600000024,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4170,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,8.699999809,1.399999976,0,6.214285684,3,1.200000048,NA,Plain,Oval,30,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4171,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,6.699999809,4.400000095,0,1.522727196,1.399999976,0.699999988,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4172,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,20.89999962,8.699999809,1.299999952,2.402298859,6.692307791,1,0.800000012,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Convex,Feathered,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,131.4978943,278.8946762,Yes
RF.b_4173,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,18.60000038,8,1.399999976,2.325000048,5.714285812,3,0.300000012,NA,Linear,Linear,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Convex,Feathered,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4174,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,6.5,1.299999952,0,5.000000183,1.399999976,0.600000024,NA,Plain,Oval,75,Abrasion,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4175,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,5.199999809,1.600000024,0,3.249999832,1.799999952,1.100000024,NA,Plain,Oval,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,1L,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4176,A2,55,NA,Other,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,5.300000191,1.100000024,0,4.818181887,2.400000095,1,NA,Plain,Oval,60,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4177,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,16.5,6.199999809,1.100000024,2.661290404,5.636363341,1.5,0.600000024,NA,Plain,Oval,75,Abrasion,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4178,A2,55,NA,Undetermined,FALSE,Blank,Bladelet,Maintenance,Neo-crest,0%,no,Complete,Complete,39.09999847,7.699999809,5.300000191,5.077922006,1.4528301,3.5,2,NA,Plain,Oval,45,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Curved,0,Lateral steep,FALSE,2,Axial,Unidirectional parallel,Straight,Step,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,694.0354004,712.4617588,Yes
RF.b_4179,A2,55,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Tablet,0%,no,Proximal,Mesio-proximal,NA,41.70000076,5.300000191,0,7.867924389,13,4,NA,Faceted,Rectangular,90,No,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Trapezoidal,TRUE,0,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4180,A2,55,NA,Undetermined,TRUE,Blank,Flake,Maintenance,Tablet,0%,no,Proximal,Mesio-proximal,NA,31.29999924,7.800000191,0,4.012820317,12,7.199999809,NA,Faceted,Rectangular,90,No,TRUE,Pronounced,TRUE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,0,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4181,A2,55,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Tablet,0%,no,Distal,Mesio-distal,NA,9,8.699999809,0,1.034482781,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,0,Axial,Crossed,Pointed,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4182,A2,55,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,53.59999847,27.5,9.399999619,1.949090854,2.925532034,8.800000191,2.400000095,NA,Plain,Irregular,60,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Pointed,Feathered,Sub-parallel,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_4183,A2,55,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,30,2.599999905,0,11.53846196,1.899999976,1.299999952,NA,Plain,Triangular,90,No,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Flat,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4184,A2,55,NA,Undetermined,TRUE,Blank,Flake,Maintenance,Maintenance,1-33%,yes,Complete,Complete,45.29999924,27.89999962,5.900000095,1.623655909,4.728813418,13.80000019,5.800000191,NA,Cortical,Rectangular,75,No,TRUE,Pronounced,FALSE,FALSE,NA,Curved,0,Lateral steep,FALSE,1,Axial,Unidirectional transverse,Convex,Feathered,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4185,A2,55,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,66-99%,yes,Complete,Complete,57.20000076,35.09999847,8.199999809,1.629629722,4.280487718,14.5,5.5,NA,Dihedral flat,Rectangular,75,Abrasion,TRUE,Pronounced,TRUE,FALSE,NA,Curved,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Irregular,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4186,A2,55,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,37.70000076,20.10000038,4.5,1.875621893,4.466666751,4.300000191,1.700000048,NA,Plain,Oval,75,Abrasion,TRUE,Pronounced,FALSE,TRUE,Pronounced,Straight,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4187,A2,55,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Maintenance,0%,no,Proximal,Proximal,NA,21.39999962,4.599999905,0,4.652173927,5.900000095,3.5,NA,Plain,Oval,90,No,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional transverse,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4188,A2,55,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,41.5,32.79999924,15,1.265243932,2.186666616,6.900000095,3.119999886,NA,Plain,Oval,60,No,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional transverse,Straight,Plunging,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4189,A2,55,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Complete,Complete,36.5,27.79999924,9.300000191,1.312949676,2.989247168,8.699999809,7,NA,Abraded,Irregular,90,No,TRUE,Pronounced,TRUE,FALSE,NA,Curved slightly,0,Flat,TRUE,0,Axial,Other,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4190,A2,55,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Proximal,Proximal,NA,23.20000076,6.599999905,0,3.515151682,12.80000019,3.799999952,NA,Plain,Rectangular,60,Hinged scars,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4191,A2,55,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Maintenance,1-33%,yes,Complete,Complete,19.20000076,26.89999962,5.300000191,0.713754685,5.075471443,6.099999905,1.399999976,NA,Plain,Irregular,90,No,TRUE,Moderate,TRUE,FALSE,NA,Curved,0,Lateral steep,FALSE,2,Off-axis left,Bidirectional,Straight,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4192,A2,55,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,19.89999962,4.800000191,0,4.145833089,8,2,NA,Plain,Oval,75,No,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,NA,Bidirectional,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4193,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,23.60000038,16.60000038,2.799999952,1.421686737,5.928571666,2.799999952,1.700000048,NA,Plain,Rectangular,75,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4194,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Proximal,NA,25.29999924,1.299999952,0,19.46153859,4.699999809,1,NA,Plain,Oval,75,No,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Flat,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4195,A2,55,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Proximal,NA,23.39999962,2,0,11.69999981,4.5,1,NA,Plain,Oval,75,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Undetermined,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4196,A2,55,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,NA,11.10000038,3.599999905,0,3.083333521,3.799999952,1.200000048,NA,Plain,Oval,75,No,TRUE,Moderate,TRUE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,0,NA,Crossed,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4197,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Flake,Maintenance,Maintenance,1-33%,yes,Proximal,Proximal,NA,23.29999924,4,0,5.824999809,6,2.5,NA,Faceted,Rectangular,60,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,2,NA,Bidirectional,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4198,A2,55,NA,Maiolica,FALSE,Blank,Blade,Semi-cortical,Semi-cortical,1-33%,yes,Proximal,Mesio-proximal,NA,14,2.299999952,0,6.086956648,3.5,1,3.5,Plain,Oval,75,Abrasion;Pointed scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,TRUE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4199,A2,55,NA,Scaglia.Variegata,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,16.5,2.900000095,0,5.689654985,2,1,2,Plain,Oval,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Triangular,FALSE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4200,A2,55,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,15.19999981,3,0,5.066666603,3.599999905,1.5,2.399999936,Plain,Oval,75,Abrasion;Hinged scars,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4201,A2,55,NA,Maiolica,FALSE,Blank,Blade,Maintenance,Maintenance,1-33%,yes,Complete,Complete,49.70000076,14.5,3,3.42758626,4.833333333,4,0.899999976,4.444444562,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Polyhedral,TRUE,4,Axial,Unidirectional convergent,Convex,Plunging,Sub-parallel,TRUE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4202,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,10.80000019,2.099999905,0,5.142857467,5.300000191,1.5,NA,Plain,Oval,75,Abrasion,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4203,A2,55,NA,Maiolica,FALSE,Blank,Bladelet,Maintenance,Second-crest,0%,no,Proximal,Mesio-proximal,NA,11.30000019,5.5,0,2.054545489,5.599999905,1.799999952,NA,Plain,Triangular,60,Abrasion,FALSE,NA,TRUE,TRUE,Pronounced,Straight,1R,Trapezoidal,FALSE,3,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_4204,A2,55,NA,Scaglia.Rossa,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,14.80000019,3.099999905,0,4.774193757,4.199999809,1.399999976,2.999999915,Plain,Oval,60,Abrasion;Pointed scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
