ID,unit,square,sub.square,raw.material,termal.alteration,class,blank,technology,technology.extended,cortex,cortex.y.n,preservation,preservation.extended,length,width,thickness,elongation,robustness,platform.width,platform.thickness,platformW.T.,platform.type,platform.shape,platform.angle,dorsal.thinning,bulb,bulb.type,bulbar.scar,lip,lip.type,curvature,torsion,cross.section,cross.section.symmetry,scar.count,axiality,scar.pattern,distal.end,distal.end.profile,blank.shape,bladelet.neg.blade,blade.neg.flake,typology,retouch.position,dorsal.retouch.localization,ventral.retouch.localization,retouch.length,volume,surface,mesh
RF.b_8285,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Maintenance,0%,no,Distal,Mesio-distal,NA,20.70000076,8.699999809,NA,2.379310485,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,2R,Polyhedral,TRUE,3,Off-axis right,Unidirectional parallel,Straight,Feathered,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_8286,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,29.79999924,21.39999962,6.599999905,1.392523354,3.242424231,10.80000019,3.5,NA,Plain,Irregular,75,NA,TRUE,Moderate,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Irregular,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8287,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,24.10000038,29.79999924,3.599999905,0.808724866,8.277777785,8.5,2.200000048,NA,Cortical,Irregular,90,NA,TRUE,Moderate,TRUE,FALSE,NA,Curved,0,Flat,TRUE,1,Axial,Unidirectional parallel,Straight,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8288,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,26.70000076,19.79999924,6,1.348484939,3.299999873,13.80000019,4.199999809,NA,Plain,Irregular,75,NA,TRUE,Moderate,FALSE,FALSE,NA,Curved slightly,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Convex,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8289,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Proximal,NA,NA,NA,NA,NA,11.80000019,4,NA,Plain,Irregular,90,NA,TRUE,Moderate,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,NA,NA,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8290,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,33-66%,yes,Complete,Complete,22.10000038,25.10000038,3.099999905,0.880478089,8.096774566,2.799999952,0.800000012,NA,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,0,Flat,TRUE,2,Axial,Unidirectional parallel,Straight,Hinged,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8291,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,2.599999905,1.799999952,NA,Plain,Oval,90,NA,TRUE,Moderate,FALSE,FALSE,NA,NA,NA,Lateral steep,FALSE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8292,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,35.09999847,19,3.299999952,1.847368341,5.757575841,2.200000048,2.200000048,NA,Cortical,Triangular,75,NA,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Triangular,TRUE,1,Axial,Crossed,Convex,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8293,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,2.299999952,1,NA,Plain,Oval,75,No,TRUE,Pronounced,FALSE,TRUE,Moderate,NA,NA,Flat,TRUE,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8294,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,5.900000095,3,NA,Plain,Oval,45,NA,TRUE,Moderate,FALSE,FALSE,NA,NA,NA,Flat,TRUE,2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8295,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,9.199999809,4.199999809,NA,Faceted,Rectangular,90,NA,TRUE,Moderate,FALSE,FALSE,NA,NA,NA,Lateral steep,FALSE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8296,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Proximal,NA,NA,NA,NA,NA,13.60000038,5.599999905,NA,Plain,Rectangular,90,NA,TRUE,Pronounced,FALSE,FALSE,NA,NA,NA,Flat,TRUE,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8297,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Mesial,Mesial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,Trapezoidal,TRUE,2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8298,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Proximal,NA,NA,NA,NA,NA,10,2.5,NA,Plain,Rectangular,90,NA,TRUE,Moderate,TRUE,FALSE,NA,NA,NA,Flat,TRUE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8299,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,25,15.5,4.300000191,1.612903226,3.604651003,1.799999952,0.899999976,NA,Plain,Oval,75,NA,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Straight,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8300,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,23.70000076,12.39999962,2.099999905,1.911290443,5.904761991,2.900000095,1.700000048,NA,Plain,Oval,90,Abrasion,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Flat,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8301,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Proximal,NA,NA,NA,NA,NA,9,6,NA,Plain,Rectangular,90,NA,TRUE,Pronounced,FALSE,FALSE,NA,NA,NA,Flat,FALSE,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8302,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,22.79999924,5.300000191,NA,4.301886494,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8303,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Complete,Complete,23.20000076,39.90000153,5.300000191,0.581453631,7.528301904,4,1.5,NA,Cortical,Linear,90,NA,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,Axial,Unidirectional parallel,Straight,Hinged,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8304,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,33-66%,yes,Proximal,Mesio-proximal,NA,13.89999962,5.599999905,NA,2.482142831,2,1.600000024,NA,Plain,Oval,60,NA,TRUE,Moderate,FALSE,TRUE,Moderate,NA,NA,Trapezoidal,TRUE,2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8305,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,17.60000038,2.700000048,NA,6.518518545,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8306,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,33-66%,yes,Mesial,Mesial,NA,20.89999962,7.300000191,NA,2.863013572,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional transverse,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8307,D3b.alpha,pre.80,NA,Maiolica,TRUE,Blank,Flake,Semi-cortical,Semi-cortical,33-66%,yes,Mesial,Mesial,NA,24.10000038,10.5,NA,2.295238132,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8308,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,18.89999962,4.400000095,NA,4.295454366,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8309,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Mesial,Mesial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,Triangular,TRUE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8310,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Proximal,Proximal,NA,29,7.800000191,NA,3.717948627,9.199999809,3.5,NA,Plain,Oval,90,NA,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8311,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,20.5,4.5,NA,4.555555556,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8312,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,15.80000019,5.900000095,NA,2.677966091,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8313,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,66-99%,yes,Complete,Complete,17.39999962,27.10000038,3.799999952,0.642066398,7.131579137,6.400000095,3.200000048,NA,Plain,Rectangular,90,NA,TRUE,Moderate,FALSE,TRUE,Moderate,Curved slightly,0,Flat,TRUE,1,Axial,Crossed,Irregular,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8314,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,14.10000038,3.200000048,NA,4.406250054,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8315,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical,1-33%,yes,Complete,Complete,58,30.70000076,9.5,1.889250767,3.231579028,5.400000095,2.099999905,NA,Plain,Oval,60,Abrasion,TRUE,Pronounced,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8316,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Blade,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,28.70000076,7,NA,4.100000109,6.5,2.200000048,2.954545391,Plain,Oval,75,Abrasion;Hinged scars,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Lateral steep,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8317,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,24.10000038,25.39999962,5.400000095,0.948818927,4.70370355,7.800000191,5,NA,Cortical,Rectangular,90,NA,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Convex,Feathered,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8318,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,12.10000038,7.199999809,NA,Plain,Rectangular,90,NA,TRUE,Moderate,FALSE,FALSE,NA,NA,NA,Triangular,TRUE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8319,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,NA,NA,NA,NA,4.599999905,1.399999976,NA,Plain,Oval,75,Hinged scars,TRUE,Pronounced,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8320,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Complete,Complete,22.89999962,17.60000038,2.299999952,1.301136314,7.652174238,9.199999809,4.699999809,NA,Plain,Irregular,60,NA,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,Off-axis left,Unidirectional convergent,Convex,Feathered,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8321,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Mesial,Mesial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,Triangular,TRUE,1,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8322,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Optimal,Optimal,0%,no,Mesial,Mesial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,Flat,TRUE,0,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8323,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Mesial,Mesial,NA,9.5,3.700000048,NA,2.567567534,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8324,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Initialization,Cortical,100%,yes,Mesial,Mesial,NA,7,4.599999905,NA,1.521739162,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8325,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Blade,Initialization,Cortical,100%,yes,Distal,Mesio-distal,NA,18.79999924,5.800000191,NA,3.241379072,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Flat,TRUE,0,Axial,Other,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8326,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Flake,Maintenance,Maintenance,0%,no,Complete,Complete,20.70000076,11.10000038,2.599999905,1.86486487,4.269231073,2.5,1.200000048,NA,Plain,Oval,60,NA,FALSE,NA,FALSE,TRUE,Pronounced,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_8327,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Distal,Mesio-distal,NA,6.199999809,2.200000048,NA,2.81818167,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8328,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,22.20000076,5.400000095,1.899999976,4.11111118,2.842105349,0.200000003,0.200000003,NA,Punctiform,Punctiform,75,NA,FALSE,NA,FALSE,TRUE,Moderate,Straight,1L,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Pointed,Pointed,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,146.0764618,234.9924532,Yes
RF.b_8329,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,28.10000038,5.900000095,3.599999905,4.762711852,1.638888959,0.300000012,0.300000012,NA,Punctiform,Punctiform,75,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,365.7852783,414.2768324,Yes
RF.b_8330,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,29.60000038,3.599999905,1.799999952,8.222222546,2,0.200000003,0.100000001,NA,Punctiform,Punctiform,75,NA,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Pointed,Pointed,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8331,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Maintenance,Lateral,1-33%,yes,Complete,Complete,29,6.5,2.400000095,4.461538462,2.708333226,1,0.400000006,NA,Cortical,Linear,75,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,Off-axis left,Unidirectional parallel,Straight,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,326.0463562,449.4142509,Yes
RF.b_8332,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,27,5.800000191,4,4.655172261,1.450000048,1.5,1.299999952,NA,Plain,Rectangular,75,NA,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,205.9869385,312.5468207,Yes
RF.b_8333,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Maintenance,Lateral,0%,no,Complete,Complete,24.79999924,7,2.700000048,3.542857034,2.592592547,1,1.200000048,NA,Plain,Oval,60,NA,FALSE,NA,FALSE,TRUE,Pronounced,Curved,2L,Triangular,FALSE,1,Off-axis left,Unidirectional convergent,Convex,Feathered,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,254.6791229,370.6575019,Yes
RF.b_8334,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Semi-cortical,Semi-cortical,1-33%,yes,Mesial,Mesial,NA,5.300000191,2,NA,2.650000095,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8335,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Mesial,Mesial,NA,4.599999905,2.099999905,NA,2.190476245,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8336,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,2.799999952,1,NA,2.799999952,0.5,0.5,NA,Punctiform,Punctiform,75,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,51.76542664,132.7822344,Yes
RF.b_8337,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Semi-cortical,Semi-cortical,1-33%,yes,Distal,Mesio-distal,NA,4.300000191,2.299999952,NA,1.869565339,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Straight,Feathered,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8338,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Blade,Maintenance,Lateral,0%,no,Complete,Complete,29,12.30000019,3.299999952,2.357723541,3.727272839,1.899999976,0.5,3.799999952,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,1L,Triangular,TRUE,2,Off-axis left,Unidirectional parallel,Pointed,Feathered,Sub-parallel,TRUE,FALSE,NA,NA,NA,NA,NA,572.3867798,654.0090269,Yes
RF.b_8339,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,24.39999962,10.69999981,1.399999976,2.280373837,7.642857137,1.799999952,0.300000012,NA,Linear,Linear,75,NA,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Triangular,TRUE,2,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8340,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,21.60000038,10,1.600000024,2.160000038,6.249999907,2.299999952,0.800000012,NA,Plain,Oval,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,140.7511597,310.1303479,Yes
RF.b_8341,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,19,8.699999809,2.200000048,2.183908094,3.954545282,1.799999952,0.5,NA,Linear,Linear,75,NA,TRUE,Moderate,TRUE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Straight,Plunging,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,187.1495514,313.7219954,Yes
RF.b_8342,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Proximal,Mesio-proximal,NA,7.900000095,2.400000095,NA,3.291666576,1.5,0.200000003,NA,Linear,Linear,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved slightly,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8343,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Semi-cortical,Semi-cortical,1-33%,yes,Complete,Complete,16.70000076,7.5,1.799999952,2.226666768,4.166666777,1.100000024,0.400000006,NA,Linear,Linear,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Convex,Feathered,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,113.8665695,211.1568186,Yes
RF.b_8344,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,18.5,5.599999905,1,3.303571485,5.599999905,0.200000003,0.100000001,NA,Punctiform,Punctiform,75,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_8345,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,13.19999981,5.599999905,1.5,2.357142863,3.73333327,2.099999905,0.699999988,NA,Linear,Linear,60,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,50.41834259,117.6186618,Yes
RF.b_8346,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,18.5,7,1.600000024,2.642857143,4.374999935,2.799999952,0.300000012,NA,Linear,Linear,75,NA,FALSE,NA,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,97.38152313,206.8694557,Yes
RF.b_8347,D3b.alpha,pre.80,NA,Maiolica,FALSE,Blank,Bladelet,Optimal,Optimal,0%,no,Complete,Complete,15,5.400000095,1.200000048,2.777777729,4.499999901,0.5,0.400000006,NA,Punctiform,Punctiform,75,Abrasion,TRUE,Moderate,FALSE,TRUE,Moderate,Curved,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,NA,NA,NA,NA,NA,64.76212311,142.0532758,Yes
